date,store_id,store_region,sku_id,category,units_sold,revenue,promo_flag,promo_type,price,inventory_level,store_size,holiday_flag
2022-04-04,2,South,107,Snacks,17,88.57,0,,5.21,450,Small,0
2022-11-12,7,North,101,Personal Care,11,99.99,0,,9.09,830,Small,1
2022-08-24,1,South,132,Personal Care,11,46.419999999999995,0,,4.22,336,Small,0
2022-02-01,10,South,126,Beverages,21,129.696,1,,6.176,748,Small,0
2022-07-10,1,East,116,Dairy,9,54.72,0,,6.08,387,Medium,1
2022-07-21,1,East,145,Beverages,7,35.629999999999995,0,,5.09,398,Large,0
2022-03-12,6,South,112,Dairy,5,43.099999999999994,0,,8.62,435,Small,1
2022-06-12,6,East,120,Beverages,13,38.870000000000005,0,,2.99,918,Small,1
2022-02-19,9,East,110,Snacks,24,54.52799999999999,1,BuyOneGetOne,2.272,180,Large,1
2022-10-22,10,North,141,Household,11,57.86,0,,5.26,569,Small,1
2022-03-25,6,South,140,Snacks,12,66.36,0,,5.53,960,Small,0
2022-12-20,2,South,134,Beverages,11,61.489999999999995,0,,5.59,224,Small,0
2022-03-07,7,East,130,Snacks,9,48.33,0,,5.37,826,Large,0
2022-08-16,1,East,127,Dairy,24,48.768,1,FlashSale,2.032,370,Small,0
2022-04-24,2,North,135,Beverages,6,22.62,0,,3.77,141,Large,1
2022-04-12,1,East,106,Snacks,7,31.57,0,,4.51,355,Large,0
2022-12-29,4,East,128,Dairy,9,54.63,0,,6.07,993,Large,0
2022-12-15,1,South,114,Beverages,11,63.91,0,,5.81,103,Large,0
2022-02-13,9,North,111,Dairy,11,85.25,0,,7.75,483,Large,1
2022-04-19,1,North,144,Personal Care,12,69.6,0,,5.8,545,Large,0
2022-06-16,6,South,149,Household,7,56.56,0,,8.08,271,Small,0
2022-04-29,6,South,143,Beverages,12,68.4,0,,5.7,943,Large,0
2022-09-25,8,East,144,Snacks,7,25.83,0,,3.69,461,Small,1
2022-08-14,7,North,122,Household,11,90.31,0,,8.21,403,Small,1
2022-09-22,7,North,103,Dairy,14,77.98,0,,5.57,443,Medium,0
2022-10-24,2,East,150,Personal Care,8,68.8,0,,8.6,133,Large,0
2022-09-27,9,East,139,Snacks,13,33.54,0,,2.58,953,Medium,0
2022-05-05,9,North,104,Household,5,49.0,0,,9.8,665,Large,0
2022-05-07,9,East,140,Snacks,4,23.0,0,,5.75,436,Small,1
2022-10-09,3,North,139,Beverages,4,12.04,0,,3.01,339,Medium,1
2022-02-13,5,East,133,Personal Care,12,67.08,0,,5.59,863,Large,1
2022-09-09,6,South,127,Personal Care,7,54.81,0,,7.83,217,Small,0
2022-01-23,3,North,147,Personal Care,13,38.09,0,,2.93,430,Small,1
2022-10-09,1,North,117,Personal Care,21,141.45600000000002,1,FlashSale,6.736000000000001,986,Small,1
2022-03-10,1,East,109,Household,15,109.95,0,,7.33,170,Small,0
2022-07-16,4,East,107,Household,6,12.899999999999999,0,,2.15,210,Medium,1
2022-03-25,10,South,134,Household,5,27.599999999999998,0,,5.52,808,Medium,0
2022-10-19,9,North,135,Household,13,81.50999999999999,0,,6.27,563,Large,0
2022-04-30,7,South,114,Beverages,14,86.016,1,Discount,6.144,445,Large,1
2022-11-17,3,South,125,Beverages,10,70.3,0,,7.03,627,Medium,0
2022-11-21,1,South,105,Snacks,8,64.32,0,,8.04,596,Large,0
2022-10-22,2,South,114,Beverages,9,27.27,0,,3.03,573,Large,1
2022-03-29,4,South,145,Personal Care,10,83.2,0,,8.32,273,Medium,0
2022-11-10,3,South,121,Beverages,13,72.14999999999999,0,,5.55,348,Medium,0
2022-10-28,6,East,132,Dairy,11,68.75,0,,6.25,452,Large,0
2022-01-28,3,South,129,Snacks,20,73.6,1,,3.6799999999999997,656,Small,0
2022-05-22,7,South,119,Personal Care,8,52.32,0,,6.54,510,Medium,1
2022-08-10,8,South,127,Beverages,13,116.87,0,,8.99,500,Medium,0
2022-10-16,10,South,132,Personal Care,8,53.04,0,,6.63,990,Medium,1
2022-11-26,3,North,125,Household,10,39.300000000000004,0,,3.93,810,Large,1
2022-03-11,1,East,126,Household,12,72.36,0,,6.03,450,Small,0
2022-03-11,8,North,120,Snacks,10,27.799999999999997,0,,2.78,154,Small,0
2022-09-21,1,East,106,Beverages,26,79.04,1,,3.04,210,Small,0
2022-04-17,9,South,143,Household,15,110.7,0,,7.38,431,Large,1
2022-02-28,7,North,139,Snacks,11,39.6,0,,3.6,731,Large,0
2022-12-07,8,North,125,Dairy,4,11.84,0,,2.96,228,Large,0
2022-01-01,2,East,148,Beverages,20,106.72,1,FlashSale,5.336,358,Large,1
2022-11-11,1,East,135,Household,10,58.0,0,,5.8,553,Large,0
2022-03-15,6,South,124,Household,7,63.07,0,,9.01,478,Medium,0
2022-12-04,6,East,139,Dairy,10,40.5,0,,4.05,504,Medium,1
2022-05-25,4,South,140,Snacks,8,47.6,0,,5.95,857,Large,0
2022-12-16,10,South,104,Household,25,75.4,1,,3.016,492,Large,0
2022-03-03,5,East,119,Beverages,22,112.992,1,Discount,5.136,736,Medium,0
2022-04-24,5,East,123,Beverages,13,113.49000000000001,0,,8.73,215,Small,1
2022-05-26,8,South,114,Personal Care,8,40.0,0,,5.0,957,Large,0
2022-01-17,5,South,104,Dairy,14,112.28,0,,8.02,325,Medium,0
2022-08-09,1,South,108,Personal Care,13,66.69,0,,5.13,959,Large,0
2022-09-14,7,South,105,Household,10,45.9,0,,4.59,697,Small,0
2022-07-06,9,East,135,Personal Care,18,33.408,1,BuyOneGetOne,1.8559999999999999,421,Medium,0
2022-01-15,2,East,139,Household,7,30.099999999999998,0,,4.3,879,Small,1
2022-06-14,4,East,140,Personal Care,12,85.824,1,,7.152,271,Medium,0
2022-03-25,8,North,145,Household,26,117.52000000000001,1,Discount,4.5200000000000005,342,Medium,0
2022-10-15,1,East,111,Household,17,43.248000000000005,1,BuyOneGetOne,2.5440000000000005,257,Small,1
2022-12-31,7,North,136,Household,9,59.760000000000005,1,FlashSale,6.640000000000001,661,Small,1
2022-09-11,10,East,108,Snacks,10,66.2,0,,6.62,182,Medium,1
2022-02-11,9,South,119,Household,8,17.28,0,,2.16,602,Small,0
2022-07-23,4,East,138,Beverages,8,39.6,0,,4.95,836,Small,1
2022-06-02,3,North,101,Personal Care,16,33.664,1,,2.104,844,Large,0
2022-10-10,5,North,146,Snacks,9,45.36,0,,5.04,795,Medium,0
2022-11-05,2,North,150,Beverages,15,56.25,0,,3.75,236,Medium,1
2022-02-17,5,East,120,Snacks,12,40.44,0,,3.37,276,Small,0
2022-06-25,4,North,132,Household,11,52.36,0,,4.76,327,Medium,1
2022-01-20,5,North,113,Dairy,9,80.01,0,,8.89,419,Small,0
2022-02-20,5,South,131,Household,21,136.248,1,BuyOneGetOne,6.4879999999999995,238,Large,1
2022-05-02,5,South,148,Dairy,11,41.36,0,,3.76,148,Large,0
2022-12-21,3,East,120,Dairy,10,78.60000000000001,0,,7.86,787,Large,0
2022-08-28,2,North,114,Beverages,7,62.58,0,,8.94,613,Medium,1
2022-04-29,2,South,130,Snacks,9,54.089999999999996,0,,6.01,110,Medium,0
2022-07-09,3,South,137,Household,10,94.80000000000001,0,,9.48,875,Medium,1
2022-06-27,2,East,147,Snacks,10,55.5,0,,5.55,894,Medium,0
2022-06-03,6,East,147,Household,13,82.81,0,,6.37,216,Large,0
2022-11-07,1,South,109,Dairy,22,114.928,1,Discount,5.224,462,Large,0
2022-02-26,8,North,116,Beverages,8,33.2,0,,4.15,895,Large,1
2022-11-26,9,South,103,Household,11,107.69,0,,9.79,395,Large,1
2022-06-14,8,North,123,Dairy,14,139.29999999999998,0,,9.95,366,Medium,0
2022-07-02,1,East,121,Household,6,36.78,0,,6.13,552,Medium,1
2022-02-02,6,South,143,Snacks,10,24.2,0,,2.42,215,Large,0
2022-04-13,2,South,117,Personal Care,11,53.46,0,,4.86,793,Medium,0
2022-11-22,9,East,123,Snacks,18,80.20800000000001,1,,4.456,274,Medium,0
2022-06-28,7,South,102,Snacks,8,52.0,0,,6.5,792,Medium,0
2022-01-02,3,South,127,Snacks,13,78.64999999999999,0,,6.05,451,Small,1
2022-08-18,9,South,124,Snacks,9,41.22,0,,4.58,348,Medium,0
2022-01-31,8,North,125,Beverages,7,56.279999999999994,0,,8.04,417,Small,0
2022-12-08,8,East,120,Beverages,14,109.06,0,,7.79,734,Medium,0
2022-09-30,2,East,115,Personal Care,11,95.92,0,,8.72,874,Small,0
2022-12-18,8,North,124,Snacks,12,119.39999999999999,0,,9.95,742,Large,1
2022-10-28,4,South,145,Snacks,11,108.68,0,,9.88,482,Medium,0
2022-03-26,6,North,102,Dairy,5,29.2,0,,5.84,811,Small,1
2022-02-10,4,East,126,Beverages,9,22.410000000000004,0,,2.49,165,Large,0
2022-11-08,8,North,115,Snacks,10,94.2,0,,9.42,545,Large,0
2022-09-13,1,South,111,Snacks,22,144.32,1,,6.56,504,Medium,0
2022-09-21,8,South,142,Beverages,27,47.952000000000005,1,BuyOneGetOne,1.7760000000000002,194,Large,0
2022-01-07,3,North,121,Personal Care,11,104.83,0,,9.53,569,Small,0
2022-01-21,4,East,102,Beverages,7,38.5,0,,5.5,835,Small,0
2022-12-18,8,North,117,Snacks,2,5.56,0,,2.78,173,Medium,1
2022-01-22,8,North,111,Dairy,13,104.38999999999999,0,,8.03,766,Small,1
2022-08-21,5,South,124,Dairy,21,105.168,1,,5.008,529,Small,1
2022-07-09,4,South,139,Beverages,8,26.72,0,,3.34,519,Large,1
2022-05-26,8,North,122,Personal Care,11,24.42,0,,2.22,503,Large,0
2022-01-15,3,East,110,Snacks,17,113.39,0,,6.67,857,Small,1
2022-08-04,6,North,110,Beverages,21,90.72,1,BuyOneGetOne,4.32,778,Large,0
2022-07-29,5,North,139,Dairy,22,130.41600000000003,1,FlashSale,5.928000000000001,741,Medium,0
2022-12-13,5,East,119,Dairy,12,74.88,0,,6.24,155,Large,0
2022-10-20,10,East,138,Dairy,8,78.88,0,,9.86,526,Small,0
2022-12-25,3,East,135,Dairy,23,56.30400000000001,1,FlashSale,2.4480000000000004,123,Small,1
2022-02-13,2,South,107,Personal Care,10,61.1,0,,6.11,846,Medium,1
2022-01-23,6,South,105,Household,16,132.32,0,,8.27,386,Medium,1
2022-08-04,1,South,146,Snacks,9,37.62,0,,4.18,639,Small,0
2022-11-05,2,East,105,Dairy,7,34.23,0,,4.89,794,Medium,1
2022-08-16,7,East,121,Snacks,24,95.232,1,FlashSale,3.968,822,Small,0
2022-07-09,7,North,124,Snacks,5,47.85,0,,9.57,480,Medium,1
2022-09-22,2,North,122,Personal Care,12,40.44,0,,3.37,114,Medium,0
2022-03-01,10,North,108,Dairy,12,25.200000000000003,0,,2.1,330,Large,0
2022-02-15,5,North,136,Personal Care,9,42.839999999999996,0,,4.76,152,Large,0
2022-10-12,5,South,124,Dairy,21,159.93599999999998,1,BuyOneGetOne,7.616,814,Large,0
2022-04-16,3,South,148,Personal Care,10,83.2,0,,8.32,314,Small,1
2022-04-25,9,South,117,Household,13,94.25,0,,7.25,757,Small,0
2022-08-25,1,South,148,Dairy,15,30.3,0,,2.02,331,Small,0
2022-08-05,8,North,103,Household,12,50.88,0,,4.24,401,Large,0
2022-08-20,6,North,108,Personal Care,11,73.37,0,,6.67,526,Large,1
2022-06-20,9,North,129,Household,18,55.008,1,BuyOneGetOne,3.056,619,Large,0
2022-05-31,5,East,135,Personal Care,10,25.6,0,,2.56,210,Large,0
2022-05-04,8,North,111,Personal Care,17,72.352,1,,4.256,983,Small,0
2022-02-16,1,North,136,Household,13,125.84,0,,9.68,954,Medium,0
2022-02-08,6,North,146,Household,11,51.919999999999995,0,,4.72,114,Small,0
2022-01-28,6,North,148,Personal Care,6,20.22,0,,3.37,867,Small,0
2022-04-05,6,East,118,Snacks,9,70.74000000000001,0,,7.86,752,Medium,0
2022-09-30,1,North,126,Household,10,53.2,0,,5.32,929,Medium,0
2022-06-21,8,South,118,Beverages,9,74.34,0,,8.26,446,Small,0
2022-08-01,3,South,107,Dairy,9,42.57000000000001,0,,4.73,805,Large,0
2022-02-10,9,South,130,Dairy,20,135.84,1,FlashSale,6.792000000000001,301,Small,0
2022-08-03,7,South,112,Household,9,39.6,0,,4.4,675,Small,0
2022-08-12,1,North,120,Household,18,83.088,1,,4.616,332,Medium,0
2022-03-14,1,South,144,Household,7,30.169999999999998,0,,4.31,221,Small,0
2022-06-22,5,South,129,Beverages,26,91.104,1,BuyOneGetOne,3.504,229,Large,0
2022-05-09,5,East,128,Dairy,12,44.76,0,,3.73,364,Medium,0
2022-06-05,5,East,142,Household,10,24.900000000000002,0,,2.49,171,Large,1
2022-07-16,4,East,139,Snacks,7,43.89,0,,6.27,432,Medium,1
2022-02-20,8,South,132,Snacks,7,61.459999999999994,0,,8.78,773,Medium,1
2022-03-12,6,North,134,Personal Care,5,14.05,0,,2.81,586,Small,1
2022-06-18,7,South,134,Personal Care,3,28.92,0,,9.64,717,Large,1
2022-05-04,2,East,131,Household,11,37.18,0,,3.38,575,Small,0
2022-12-14,7,South,109,Household,8,37.52,0,,4.69,140,Large,0
2022-04-21,3,South,103,Household,11,86.46000000000001,0,,7.86,847,Large,0
2022-09-24,8,North,137,Personal Care,6,54.900000000000006,0,,9.15,290,Small,1
2022-10-20,8,North,116,Snacks,14,118.16,0,,8.44,679,Large,0
2022-04-04,6,North,121,Personal Care,12,22.656,1,FlashSale,1.888,692,Medium,0
2022-12-20,10,South,125,Dairy,9,70.64999999999999,0,,7.85,742,Large,0
2022-01-11,4,South,127,Personal Care,4,22.68,0,,5.67,314,Medium,0
2022-03-22,5,South,147,Personal Care,6,36.12,0,,6.02,175,Large,0
2022-10-16,4,East,143,Snacks,8,54.64,0,,6.83,192,Medium,1
2022-03-20,7,South,132,Dairy,10,62.599999999999994,0,,6.26,873,Medium,1
2022-06-03,2,South,144,Household,6,49.92,0,,8.32,490,Large,0
2022-06-01,1,North,146,Snacks,13,61.879999999999995,0,,4.76,880,Small,0
2022-01-10,2,East,122,Household,21,162.12,1,FlashSale,7.720000000000001,874,Small,0
2022-01-31,10,North,120,Beverages,8,67.76,0,,8.47,358,Large,0
2022-05-03,9,North,102,Beverages,9,87.57000000000001,0,,9.73,202,Large,0
2022-02-25,8,East,150,Snacks,7,45.43,0,,6.49,167,Large,0
2022-10-21,5,East,144,Beverages,10,77.5,0,,7.75,256,Small,0
2022-02-11,10,North,133,Snacks,14,56.0,0,,4.0,863,Small,0
2022-09-02,3,South,131,Beverages,14,103.18,0,,7.37,958,Medium,0
2022-11-12,5,North,141,Personal Care,9,47.699999999999996,0,,5.3,611,Large,1
2022-02-24,6,South,133,Beverages,5,36.45,0,,7.29,862,Large,0
2022-04-04,6,North,142,Snacks,7,23.939999999999998,0,,3.42,156,Large,0
2022-10-05,9,South,149,Snacks,6,42.900000000000006,0,,7.15,544,Medium,0
2022-04-25,9,South,112,Household,20,97.44,1,FlashSale,4.872,966,Medium,0
2022-01-14,2,North,148,Personal Care,21,37.128,1,FlashSale,1.768,993,Large,0
2022-11-19,3,East,119,Personal Care,10,26.9,0,,2.69,973,Large,1
2022-04-30,2,East,116,Snacks,7,21.98,0,,3.14,260,Medium,1
2022-12-05,7,North,107,Snacks,18,164.52,0,,9.14,104,Medium,0
2022-08-29,1,South,140,Personal Care,7,33.81,0,,4.83,240,Small,0
2022-08-27,10,East,128,Personal Care,10,63.5,0,,6.35,144,Large,1
2022-02-20,7,East,113,Personal Care,21,85.512,1,,4.072,389,Medium,1
2022-05-17,9,South,108,Dairy,12,42.36,0,,3.53,671,Small,0
2022-07-28,7,East,136,Beverages,17,76.024,1,FlashSale,4.472,366,Medium,0
2022-07-24,6,South,122,Household,9,56.160000000000004,0,,6.24,454,Large,1
2022-06-29,10,South,116,Household,7,50.75,0,,7.25,632,Medium,0
2022-07-18,9,South,111,Personal Care,19,147.744,1,,7.776000000000001,224,Medium,0
2022-08-30,5,East,146,Snacks,11,77.44,0,,7.04,390,Small,0
2022-12-22,4,North,126,Beverages,11,53.349999999999994,0,,4.85,867,Small,0
2022-08-29,4,South,138,Snacks,8,48.56,0,,6.07,889,Medium,0
2022-06-24,4,East,145,Snacks,14,103.488,1,BuyOneGetOne,7.392,831,Large,0
2022-11-06,8,East,101,Household,9,72.54,0,,8.06,936,Medium,1
2022-06-15,2,North,141,Snacks,12,68.28,0,,5.69,861,Medium,0
2022-03-03,10,East,150,Snacks,18,39.6,1,Discount,2.2,568,Large,0
2022-03-31,9,East,140,Dairy,9,55.44,0,,6.16,358,Large,0
2022-02-15,9,North,136,Snacks,12,84.24,0,,7.02,457,Large,0
2022-04-06,9,East,150,Snacks,14,114.24000000000001,0,,8.16,384,Medium,0
2022-11-11,9,North,148,Household,9,33.39,0,,3.71,747,Small,0
2022-03-11,8,East,119,Household,11,51.59,0,,4.69,303,Large,0
2022-08-03,7,South,123,Dairy,24,72.19200000000001,1,BuyOneGetOne,3.008,719,Small,0
2022-07-19,3,South,133,Snacks,7,33.04,0,,4.72,127,Large,0
2022-04-12,9,South,150,Beverages,8,29.6,0,,3.7,371,Large,0
2022-07-19,4,South,138,Snacks,14,92.82,0,,6.63,541,Medium,0
2022-08-12,8,North,102,Dairy,10,70.9,0,,7.09,851,Large,0
2022-01-14,4,South,127,Household,5,39.85,0,,7.97,947,Medium,0
2022-12-17,6,East,140,Dairy,10,98.9,0,,9.89,800,Medium,1
2022-06-26,6,East,114,Snacks,8,35.28,0,,4.41,109,Small,1
2022-09-03,7,South,145,Personal Care,9,59.94,0,,6.66,697,Small,1
2022-01-30,2,East,106,Snacks,10,50.9,0,,5.09,750,Large,1
2022-08-01,10,East,119,Household,9,79.2,0,,8.8,388,Large,0
2022-11-23,10,East,119,Snacks,15,139.5,0,,9.3,550,Medium,0
2022-06-26,7,North,138,Dairy,5,20.6,0,,4.12,391,Large,1
2022-06-25,3,North,113,Household,9,47.97,0,,5.33,863,Large,1
2022-03-21,9,North,113,Beverages,7,54.18,0,,7.74,480,Small,0
2022-01-18,4,South,110,Beverages,11,37.510000000000005,0,,3.41,909,Large,0
2022-11-16,5,North,101,Snacks,12,44.28,0,,3.69,661,Medium,0
2022-12-11,9,South,124,Dairy,9,60.21,0,,6.69,934,Large,1
2022-03-07,3,North,106,Snacks,8,48.24,0,,6.03,439,Small,0
2022-08-15,1,South,104,Snacks,15,42.9,0,,2.86,613,Small,0
2022-01-25,3,South,138,Personal Care,14,93.8,0,,6.7,479,Medium,0
2022-10-22,8,East,135,Beverages,9,52.11,0,,5.79,686,Small,1
2022-01-03,9,South,129,Snacks,5,18.6,0,,3.72,356,Large,0
2022-09-15,3,South,107,Beverages,22,175.824,1,,7.992000000000001,477,Medium,0
2022-10-10,5,East,143,Snacks,5,12.5,0,,2.5,479,Large,0
2022-12-22,9,South,105,Snacks,9,49.32000000000001,0,,5.48,567,Medium,0
2022-01-28,6,East,106,Household,12,53.88,0,,4.49,421,Large,0
2022-07-01,4,North,102,Dairy,8,69.12,0,,8.64,825,Medium,0
2022-04-14,4,North,144,Dairy,10,66.10000000000001,0,,6.61,807,Large,0
2022-08-05,7,South,114,Dairy,10,26.0,0,,2.6,765,Small,0
2022-01-06,2,East,106,Beverages,27,104.328,1,Discount,3.8640000000000003,102,Medium,0
2022-02-12,6,North,150,Snacks,10,74.6,0,,7.46,918,Medium,1
2022-12-25,6,North,107,Dairy,8,64.0,0,,8.0,761,Medium,1
2022-07-27,7,North,101,Dairy,12,61.92,0,,5.16,505,Large,0
2022-07-18,4,South,145,Dairy,7,26.74,0,,3.82,308,Large,0
2022-03-26,4,East,133,Personal Care,6,55.86,0,,9.31,738,Medium,1
2022-10-23,4,South,133,Beverages,6,48.84,0,,8.14,176,Medium,1
2022-01-01,9,North,134,Household,9,22.410000000000004,0,,2.49,123,Small,1
2022-12-28,6,South,111,Snacks,9,43.11,0,,4.79,613,Large,0
2022-10-27,2,South,125,Household,16,95.488,1,Discount,5.968,194,Small,0
2022-07-04,7,North,120,Personal Care,17,159.46,0,,9.38,543,Small,0
2022-01-16,2,North,132,Beverages,13,29.25,0,,2.25,567,Large,1
2022-06-06,2,North,103,Household,14,74.75999999999999,0,,5.34,522,Medium,0
2022-07-27,6,North,109,Dairy,26,126.25600000000001,1,FlashSale,4.856000000000001,260,Large,0
2022-01-16,7,North,149,Snacks,13,32.89,0,,2.53,806,Large,1
2022-01-06,4,North,133,Household,12,32.400000000000006,0,,2.7,696,Small,0
2022-02-09,9,South,121,Beverages,25,73.8,1,Discount,2.952,673,Small,0
2022-01-27,4,South,150,Beverages,13,67.99000000000001,0,,5.23,266,Small,0
2022-11-28,9,North,120,Snacks,6,12.18,0,,2.03,287,Small,0
2022-08-25,5,North,145,Household,22,152.944,1,BuyOneGetOne,6.952,588,Large,0
2022-12-03,5,East,126,Beverages,21,76.10400000000001,1,FlashSale,3.6240000000000006,546,Medium,1
2022-03-10,6,South,133,Household,19,124.63999999999999,1,Discount,6.56,248,Small,0
2022-05-27,1,South,121,Beverages,20,103.04000000000002,1,FlashSale,5.152000000000001,251,Small,0
2022-06-02,3,South,104,Personal Care,10,20.9,0,,2.09,155,Large,0
2022-04-07,8,North,139,Personal Care,14,137.9,0,,9.85,259,Large,0
2022-05-30,10,North,104,Personal Care,5,28.05,0,,5.61,355,Medium,0
2022-12-24,10,East,107,Dairy,13,103.87,0,,7.99,498,Large,1
2022-02-26,7,East,124,Household,15,67.56,1,,4.5040000000000004,459,Medium,1
2022-06-06,4,North,125,Dairy,8,74.96,0,,9.37,866,Large,0
2022-03-04,4,South,111,Household,18,158.04,0,,8.78,246,Medium,0
2022-07-15,8,North,117,Snacks,13,121.94000000000001,0,,9.38,489,Medium,0
2022-05-25,2,North,147,Personal Care,11,31.459999999999997,0,,2.86,347,Small,0
2022-05-11,9,East,136,Beverages,10,75.6,0,,7.56,361,Small,0
2022-03-06,8,South,106,Snacks,20,96.00000000000001,1,Discount,4.800000000000001,997,Medium,1
2022-09-09,1,South,106,Personal Care,5,12.75,0,,2.55,890,Medium,0
2022-12-04,7,East,114,Dairy,13,102.05,0,,7.85,170,Medium,1
2022-07-23,10,North,119,Household,10,37.0,0,,3.7,700,Small,1
2022-01-12,8,North,130,Personal Care,10,87.6,0,,8.76,209,Medium,0
2022-09-20,3,South,123,Dairy,9,82.08,0,,9.12,394,Small,0
2022-04-16,9,East,129,Household,10,76.7,0,,7.67,429,Small,1
2022-01-08,6,North,144,Personal Care,16,105.92,0,,6.62,420,Small,1
2022-08-03,2,South,133,Dairy,7,21.91,0,,3.13,430,Large,0
2022-08-09,9,South,130,Dairy,4,10.32,0,,2.58,400,Small,0
2022-08-28,2,North,142,Personal Care,12,54.96,0,,4.58,796,Large,1
2022-04-26,4,North,141,Snacks,13,34.71,0,,2.67,446,Large,0
2022-06-15,2,South,129,Dairy,12,73.67999999999999,0,,6.14,116,Small,0
2022-04-08,5,South,125,Snacks,12,103.32,0,,8.61,905,Small,0
2022-05-19,3,South,142,Household,7,29.259999999999998,0,,4.18,756,Large,0
2022-11-07,6,North,137,Dairy,9,30.69,0,,3.41,761,Large,0
2022-04-19,5,North,114,Personal Care,23,70.104,1,,3.048,427,Large,0
2022-01-13,2,North,136,Beverages,22,43.120000000000005,1,Discount,1.9600000000000002,495,Medium,0
2022-06-30,5,North,128,Dairy,7,20.16,0,,2.88,786,Large,0
2022-03-30,2,North,101,Snacks,7,56.769999999999996,0,,8.11,608,Medium,0
2022-02-16,1,South,150,Beverages,25,42.6,1,Discount,1.704,693,Small,0
2022-03-09,5,East,134,Beverages,7,32.620000000000005,0,,4.66,864,Small,0
2022-11-09,7,East,142,Beverages,11,76.64800000000001,1,FlashSale,6.968000000000001,688,Medium,0
2022-10-29,7,South,134,Snacks,29,101.616,1,Discount,3.504,101,Small,1
2022-02-19,10,North,145,Beverages,11,105.49,0,,9.59,614,Medium,1
2022-03-13,10,South,138,Household,9,18.81,0,,2.09,198,Medium,1
2022-10-04,9,South,134,Personal Care,7,22.26,0,,3.18,446,Large,0
2022-01-22,3,South,111,Personal Care,8,27.92,0,,3.49,862,Small,1
2022-06-27,4,East,131,Personal Care,16,126.08,0,,7.88,909,Medium,0
2022-12-20,4,North,134,Household,11,106.04,0,,9.64,548,Large,0
2022-06-20,1,East,124,Snacks,12,101.39999999999999,0,,8.45,689,Small,0
2022-05-01,2,North,104,Snacks,11,100.87,0,,9.17,973,Large,1
2022-12-08,6,North,127,Household,11,97.9,0,,8.9,577,Small,0
2022-01-06,10,South,147,Dairy,11,24.86,0,,2.26,187,Small,0
2022-02-08,4,East,106,Dairy,4,33.12,0,,8.28,740,Large,0
2022-01-07,5,North,130,Beverages,9,87.92999999999999,0,,9.77,134,Medium,0
2022-11-23,2,East,116,Household,6,51.42,0,,8.57,194,Small,0
2022-04-30,1,South,112,Household,8,68.88,0,,8.61,952,Small,1
2022-11-20,5,North,113,Beverages,25,87.8,1,FlashSale,3.512,322,Large,1
2022-12-03,2,East,110,Snacks,20,92.96,1,Discount,4.648,762,Medium,1
2022-12-16,1,South,143,Household,10,99.0,0,,9.9,220,Large,0
2022-02-09,3,North,114,Personal Care,14,73.22,0,,5.23,784,Small,0
2022-04-05,5,East,101,Beverages,14,49.98,0,,3.57,765,Medium,0
2022-09-20,2,East,121,Snacks,7,49.07,0,,7.01,430,Medium,0
2022-11-07,10,North,121,Beverages,8,77.68,0,,9.71,887,Small,0
2022-07-16,2,South,145,Personal Care,7,26.95,0,,3.85,240,Large,1
2022-07-14,8,East,109,Beverages,15,62.760000000000005,1,Discount,4.184,972,Large,0
2022-06-07,6,North,117,Snacks,14,79.52,0,,5.68,654,Large,0
2022-07-13,5,South,127,Beverages,7,35.77,0,,5.11,242,Small,0
2022-11-19,5,North,123,Personal Care,19,32.984,1,BuyOneGetOne,1.736,251,Small,1
2022-03-31,2,South,115,Household,7,50.19,0,,7.17,533,Medium,0
2022-03-06,8,South,132,Dairy,7,40.879999999999995,0,,5.84,596,Small,1
2022-09-19,5,South,126,Household,9,23.22,0,,2.58,145,Medium,0
2022-03-09,9,North,122,Snacks,16,62.72,0,,3.92,893,Large,0
2022-11-29,6,South,113,Dairy,8,23.28,0,,2.91,361,Large,0
2022-07-02,10,South,132,Beverages,16,137.28,0,,8.58,187,Large,1
2022-02-24,2,East,113,Personal Care,10,53.5,0,,5.35,919,Large,0
2022-01-11,7,South,131,Snacks,12,86.52,0,,7.21,577,Small,0
2022-03-21,5,East,141,Dairy,9,70.83,0,,7.87,534,Large,0
2022-05-17,9,North,134,Beverages,11,62.81,0,,5.71,717,Medium,0
2022-08-24,9,South,133,Personal Care,9,24.93,0,,2.77,519,Small,0
2022-12-17,7,South,108,Snacks,14,122.22,0,,8.73,986,Medium,1
2022-11-15,4,North,113,Household,11,87.34,0,,7.94,266,Small,0
2022-07-15,6,North,105,Household,15,94.92,1,BuyOneGetOne,6.328,842,Small,0
2022-10-26,6,South,138,Snacks,17,56.95,0,,3.35,825,Small,0
2022-06-21,1,South,126,Dairy,23,106.53600000000002,1,Discount,4.632000000000001,645,Large,0
2022-03-24,1,South,127,Beverages,22,81.84000000000002,1,FlashSale,3.7200000000000006,602,Small,0
2022-10-11,4,North,142,Household,13,121.94000000000001,0,,9.38,959,Medium,0
2022-02-21,9,East,128,Household,12,61.199999999999996,0,,5.1,652,Large,0
2022-11-15,10,East,141,Beverages,12,48.84,0,,4.07,859,Large,0
2022-10-08,5,South,115,Beverages,11,87.01,0,,7.91,460,Large,1
2022-12-20,2,East,136,Snacks,12,107.39999999999999,0,,8.95,865,Medium,0
2022-08-25,8,East,101,Household,16,136.32,0,,8.52,914,Medium,0
2022-10-10,8,South,104,Personal Care,14,104.16000000000001,0,,7.44,423,Small,0
